ticker,title,summary,date,time,url,date_clean,title_word_count,market_session,time_clean
GOOGL,OpenAI is bringing on some big guns in the lead-up to its IPO,"OpenAI is bulking up before its IPO, landing Transformer co-inventor Noam Shazeer from Google DeepMind and former Trump AI policy official Dean Ball in the same week.",2026-06-18,19:59,https://finance.yahoo.com/technology/ai/articles/openai-bringing-big-guns-lead-195922391.html,2026-06-18,13,unknown,unknown
META,How Constellation’s US$3.09 Billion Equity Raise And AI Power Deals At Constellation Energy (CEG) Has Changed Its Investment Story,"Earlier this month, Constellation Energy Corporation completed a US$3.09 billion follow-on equity offering of 11,000,000 common shares at about US$281 each, following an earlier filing to issue 9,000,000 shares. This capital raise comes alongside stronger-than-expected quarterly earnings, new clean energy projects coming online, and growing long-term power contracts with major AI and data center customers like Microsoft and Meta. We’ll now examine how this large equity raise, paired with...",2026-06-14,21:10,https://finance.yahoo.com/markets/stocks/articles/constellation-us-3-09-billion-211042030.html,2026-06-14,19,unknown,unknown
META,CoreWeave Just Raised $3.5 Billion. How to Play the AI Stock Here.,"Despite explosive revenue growth and a $99.4 billion backlog, CoreWeave's rising losses and heavy spending continue to divide Wall Street.",2026-06-14,16:59,https://www.barchart.com/story/news/2462418/coreweave-just-raised-3-5-billion-how-to-play-the-ai-stock-here,2026-06-14,12,unknown,unknown
META,3 Uranium Stocks Worth Buying as Nuclear Heats up in June,"Nuclear’s narrative shifted from theory to commitment this spring, and June is where capital flows show up in fundamentals. Thirty-eight countries have pledged to triple nuclear capacity by 2050, Meta has signed agreements for up to 6.6 GWe of nuclear, and the U.S. Department of Energy is offering up to $26.5 billion in loan guarantees ... 3 Uranium Stocks Worth Buying as Nuclear Heats up in June",2026-06-14,14:30,https://247wallst.com/investing/2026/06/14/3-uranium-stocks-worth-buying-as-nuclear-heats-up-in-june/,2026-06-14,11,unknown,unknown
META,"Elizabeth Warren Slams Mark Zuckerberg Sailing Luxury Yacht Into Seattle As Meta Axes 1,400 Jobs: 'Nothing Says Our Economy Is Broken' More Clearly","On Thursday, Sen. Elizabeth Warren (D-Mass.) criticized Meta Platforms, Inc. CEO Mark Zuckerberg after his reported $300 million superyacht appeared in Seattle around the same time the company disclosed plans to cut nearly 1,400 jobs in Washington state. Warren Targets...",2026-06-14,13:31,https://finance.yahoo.com/economy/articles/elizabeth-warren-slams-mark-zuckerberg-133106642.html,2026-06-14,23,unknown,unknown
META,Nexstar CEO: big tech swallowed local newspapers. Local TV could be next,"I started with one television station in Scranton over 30 years ago, now I employ nearly thousands of journalists coast to coast.",2026-06-14,09:00,https://finance.yahoo.com/economy/policy/articles/nexstar-ceo-big-tech-swallowed-090000524.html,2026-06-14,12,unknown,unknown
META,AMD Meta AI Chip Pact Puts Data Center Growth And Valuation In Focus,"AMD (NasdaqGS:AMD) has agreed its largest AI chip deal to date with Meta Platforms, tied to a multi-year 6-gigawatt Instinct GPU rollout. The agreement includes up to 160 million share warrants for Meta, linked to shipment milestones that could result in roughly 10% dilution for existing shareholders. AMD plans to ramp shipments of its MI450 AI accelerators in 2026, with deployments expected at Meta and OpenAI. For investors following AMD’s data center story, this deal puts AI accelerators...",2026-06-14,03:09,https://finance.yahoo.com/markets/stocks/articles/amd-meta-ai-chip-pact-030928701.html,2026-06-14,13,unknown,unknown
META,Meta reportedly moves to unwind $2B Manus deal after Beijing’s demand,Meta starts dismantling its $2 billion Manus acquisition after Beijing ordered the deal reversed.,2026-06-14,00:03,https://finance.yahoo.com/sectors/technology/articles/meta-reportedly-moves-unwind-2b-000349014.html,2026-06-14,11,unknown,unknown
META,"Meta signs new AI computing deals with data center firm Crusoe, Bloomberg News reports","Meta Platforms has secured new agreements to get AI computing power from data ‌center developer Crusoe, Bloomberg News reported on Thursday, ‌as it strengthens infrastructure required to support its AI expansion.  Meta and ​Crusoe did not immediately respond to Reuters' requests for comment on the report, which cited people familiar with the situation.  • ⁠Meta is under contract to buy computing capacity from Crusoe at two data centers, ⁠which are located in Childress, Texas, and Warrenton, Missouri, according to the report.",2026-06-18,21:24,https://finance.yahoo.com/technology/ai/articles/meta-signs-ai-computing-deals-212431949.html,2026-06-18,14,unknown,unknown
META,"Meta Platforms, Inc. (META): A Top Growth Stock to Buy Pursuing Data Centers Opportunities in India","Meta Platforms Inc. (NASDAQ:META) is one of the best growth stocks to buy, according to billionaire Ray Dalio’s Bridgewater Associates. On June 11, Meta Platforms Inc. (NASDAQ:META) entered into a strategic partnership with Reliance Industries. The two are joining forces to develop a 168-megawatt AI-enabled data center in Jamnagar, Gujarat, India. The data center is […]",2026-06-18,21:20,https://finance.yahoo.com/technology/articles/meta-platforms-inc-meta-top-212041730.html,2026-06-18,16,unknown,unknown
META,What Does Piper Sandler’s Latest Call on Unity Software Inc (U) Stock Reveal?,"Unity Software Inc (NYSE:U) is one of the most promising metaverse stocks to buy now. Unity Software Inc. (NYSE:U) is seen as a metaverse stock because its real‑time 3D engine powers VR/AR and immersive applications, and in April 2026 it extended its partnership with Meta to support VR developers. While Meta has reallocated some of […]",2026-06-18,21:14,https://finance.yahoo.com/markets/stocks/articles/does-piper-sandler-latest-call-211415709.html,2026-06-18,13,unknown,unknown
META,"Nuclear Stocks Oklo, Centrus Jump After Signing Uranium Deal","The once-hot nuclear fission stock Oklo climbed 3.5% on Thursday. Meanwhile, Centrus Energy rose about 8.5% after news of the deal broke.",2026-06-18,20:03,https://www.investors.com/news/oklo-centrus-energy-nuclear-power-uranium-meta-sam-altman/?src=A00220&yptr=yahoo,2026-06-18,9,unknown,unknown
META,Meta’s Applied AI is Reality Labs 2.0,Meta’s Applied AI division lost another key team member as investors are wondering how many more employees they can lose before the entire ship sinks.,2026-06-18,19:44,https://app.moby.co/home/news/news-metas-applied-ai-is-reality-labs-20?utm_source=yahoo_finance&utm_medium=rss,2026-06-18,7,unknown,unknown
META,"A Face Computer for $2,200? Snap Makes Another Pitch for Augmented Reality.","This past week, a group of AR devotees gathered at the AWE USA conference in Long Beach, Calif. Everyone there is betting that augmented-reality glasses will eventually come out on top.  AWE sponsors included  Meta Platforms,     Alphabet  Google, and  Nvidia  but the headline sponsor and star of the show was  Snapchat  parent  Snap  and the launch of its new Specs AR glasses, at an eye-watering price point of $2,195.  No company has made as focused a bet on AR as Snap.",2026-06-18,19:36,https://www.barrons.com/articles/snap-specs-augmented-reality-metaverse-b9d6519c?siteid=yhoof2&yptr=yahoo,2026-06-18,12,unknown,unknown
